Sepal.Length,Sepal.Width,Petal.Length,Petal.Width
4.624566323700128,3.4260534867191077,0.9286683816843917,0.07445531214744072
5.251567906474403,3.6829275907112184,1.8167219320889256,0.49807561210946893
3.807358547977955,2.1377517465168308,0.958295040421719,-0.14748296596796062
4.659515052896559,2.623385828937151,1.9952876075064456,0.380983653848172
5.06880139892757,3.191219179402354,2.0768016989297875,0.5189388835744762
5.47960241872997,3.842655465981518,2.0571508174011903,0.6291812934984464
4.525755617193903,2.9881274873856474,1.2835229531799492,0.14532801692590946
4.973214854342385,3.3202659722902963,1.7320052903635674,0.39610894239415373
4.182363491221747,3.1980715629599334,0.36064055628557146,-0.20809713291752696
4.27682638870545,2.4750133133511634,1.4427965923677215,0.11951591075963153
5.535083228595099,4.626984730792094,1.18756534536115,0.4029295570778779
4.875522673272722,3.234003426286766,1.6512054532553364,0.3461176421529333
5.209999939872818,3.773683199915487,1.623657910217688,0.4326658123218379
4.551533065730008,2.9990045411865807,1.3196389537978792,0.1626344423247641
4.779312295784107,3.7895340949165384,0.7742492637026932,0.07508957024708574
5.488880841652216,4.266543047209783,1.5472989983114167,0.4899773352021486
5.297320767113097,3.972251721508862,1.544661266692275,0.43528781794722216
5.1185842267119535,3.6545432027635067,1.5958803508823491,0.39919073847987663
5.542220185641407,4.12393121780098,1.8275985948038609,0.5829676549776813
5.8695741780667365,4.636769948154171,1.819745000190226,0.6729873984213126
4.986878428041332,3.1268102658025327,1.9991725653941512,0.47427116644589506
5.209434744468821,3.666964708660961,1.755430040222793,0.46915957307393286
4.567494272636545,2.857931494150284,1.5260177363500436,0.2245352621714236
4.952646524647765,3.2402994176049598,1.7919382106934765,0.40698614492478
4.05160908484061,2.5502656135748567,0.9152523769411398,-0.0906585637049162
5.104735347893934,3.678318262143637,1.539602784000167,0.3796361548916972
4.730442881209719,2.807787559850719,1.9023487379425752,0.37511023372171104
4.997160319481196,3.7126063428093348,1.2896832106966993,0.2798198536995222
5.860835347324973,4.50576494258511,1.966007365067916,0.7112094479822401
4.875945901442249,2.200761489279384,2.938372099062914,0.7042675155611892
4.595129002508143,3.513293691620928,0.7633493424468911,0.02017967430370149
4.817878592282149,3.63766888122805,1.0376102764589028,0.15920729919705834
5.52646965982798,4.445538738525492,1.3968663404809587,0.4587213413040727
5.375394713025131,4.043665121138236,1.6061553064299994,0.4743833560875693
3.917617244178264,2.3316075911199143,0.929352932384881,-0.12447728545323411
4.927314148503444,3.4933456962162395,1.4281039538533493,0.2986489082177002
5.039418518954458,3.3416565934629334,1.8329091424490123,0.44282303488608754
5.509703374538892,4.182324056450573,1.6922612369245718,0.5361641589968068
4.59579490688199,3.240022731498556,1.104845260539311,0.11535572216522016
5.286831716732269,4.44348393303573,0.9377870055215234,0.2635288598989367
5.136028436127865,3.4360552295812674,1.9014949534528258,0.4891121176730332
4.554068899990724,3.205578458738703,1.0673464182351942,0.09317249859413312
4.1531785140057,2.578625316380872,1.0756084136613038,-0.017446295141742896
5.562984316086422,4.190508899131083,1.7847115596624834,0.5768869853718288
5.552292631410822,4.1592878038743555,1.8029843544067377,0.5789581616090645
4.740905955417097,3.0914042786912437,1.5694115156695654,0.28544946892477197
5.192994348991705,4.053717658068632,1.2422649638297618,0.32178992060969525
5.43832648081085,3.937711899780719,1.8592949768494311,0.5625208840945894
5.624831997508936,4.725804169139602,1.2374301204164198,0.44207875995656776
5.199951329676175,3.973520446197634,1.3555096835882154,0.355248942268085
6.142242579519348,2.88580777358722,4.524901045387372,1.5022388323909108
6.176983566078459,2.938311344573026,4.5264607578843865,1.5124580023943226
6.092638500279318,3.180269863657012,4.062748597015405,1.3597174927934264
5.4957700179203695,2.2454860931180525,4.076717977296287,1.195486006723297
6.0637424908456055,2.9759963487421164,4.261397081341926,1.406833378328041
6.02002802480626,2.968096149250383,4.187021204536269,1.3738325769532054
6.540835247526926,3.3907400515437236,4.664124594095533,1.6532341458082853
4.929267628647334,2.538756747272937,2.6202981547591597,0.6308128266559363
6.205630731334668,3.465725468941861,3.9250337480496054,1.3532375325854413
5.73305920419911,2.638053636171423,4.0450974983420185,1.253526765569319
4.543336510594159,1.1477521068104517,3.6085959486242247,0.7970085031831933
6.001256253376752,2.635970092478772,4.564345076962407,1.4734993984488016
5.589469583754499,2.854021491338906,3.4996143827370503,1.0613541967285098
5.59385350837395,2.299835354360005,4.198002593604239,1.2568485320748193
5.753341631294597,3.2177220393349493,3.3625018794667394,1.0693728590326343
6.395212065460387,3.6554126533523075,4.054088268325189,1.442533053956252
5.750997701549005,2.264124006758586,4.54518391108982,1.3976804975511075
5.239658137861689,1.99490915121261,3.8953049938432365,1.072887420130933
6.244517326167705,3.0656754272163727,4.4979935170986405,1.5235616382197306
5.531208624438778,2.3288743787847133,4.041171154414133,1.1955803375309244
6.496636712020847,3.661487044648934,4.241909857187672,1.5233441979001279
5.566793642887445,2.392035975242133,4.031087924280837,1.202798709918824
6.957617319223163,3.5184653417580747,5.307998100951748,1.949723231620587
6.844533011897635,4.031594417011906,4.451324598599172,1.6795840719607162
6.388568697314111,2.856700145566254,5.035660629222885,1.7136902128782143
5.854779476568438,3.4073933184054184,3.3217769651714306,1.0866165763981397
6.70742106893081,3.27765560328123,5.12582112249045,1.8285783641889721
5.782909601741212,1.9002833956964458,5.059628139359705,1.5497637369976216
5.785771875767482,2.647044588033321,4.13544952952116,1.2935058816480447
5.349033015857043,2.7546167324210913,3.1601939869822413,0.8992203935772107
5.170806781752534,2.4251332387603273,3.227055569396158,0.8676180745048216
5.532118728796781,2.1987143353591376,4.2049692368365985,1.2413977885923195
5.919927449473873,2.9929764614920376,3.9632127395473313,1.2833844811821107
6.7773845464787215,2.8092336757314875,5.843767954544197,2.0479844929068207
5.863956754958642,2.8915949874000315,3.981607549143063,1.2727360715087843
6.2037117107520166,3.287465786263801,4.143264243970825,1.4133987157326717
6.16606212312051,2.898262727118121,4.555280914484359,1.5173982555212753
5.848735678434334,3.173557231933066,3.6012522545212815,1.1626514426078114
6.171352631725926,3.2360069656175483,4.144992348942942,1.4047649662441937
5.667376758284549,2.638681956549619,3.9177848805862725,1.1996137761505352
6.5207730477180545,3.4276483257896335,4.579527303217901,1.6240522384371978
6.49680497639369,3.228412402807296,4.78139731428839,1.6734522338575892
6.04797178071352,2.727710769705654,4.54012362002409,1.479920243117999
5.362002343131201,2.202180149449393,3.872942944744614,1.1011274391973445
5.558871273717154,2.767503589367121,3.54838179853139,1.066300571336061
5.738327517649763,2.7503466664356715,3.9154453216934937,1.2189473835566527
5.660078015595584,2.537992590264314,4.029079477076742,1.2285150207792817
6.710369317817246,3.681952853356319,4.628164184617085,1.6909834717360825
4.663905679247736,2.1096415747659716,2.643339949330427,0.5624787490820307
5.911289275873949,2.8852206190446568,4.080724586453326,1.3136378082530036
6.8351631082008755,2.971400641456074,5.7531799268820265,2.0390612772517835
6.744265792320126,2.863750115240784,5.712097002267624,2.002031276175832
7.092638197062519,3.2337767131383597,5.9225294715190335,2.1586883376045307
6.3488627210103745,2.2389392367256,5.728262690796099,1.8951565129952463
7.0019309131604555,3.074378412900955,5.946236855919333,2.1397335512667737
7.477168994320133,3.5216976701792877,6.304836063822075,2.3733374526531197
4.9032426175724275,1.127594651483108,4.327012870060351,1.0982121601631158
6.529777370768081,2.9803821887479596,5.153704438164371,1.7862981610191175
6.770311200460528,2.391557899716708,6.350134136407194,2.1868400005550765
7.466836914241936,3.5006491537040643,6.31113708203887,2.3721799184346724
7.020833152688046,3.2418254296380797,5.774184163795331,2.097200496095244
6.299777212989604,2.6094906346980595,5.172380595365569,1.7267099523887048
6.476474234153068,2.7305693194235694,5.362030097457974,1.8292311520993292
5.678445893845946,2.1992077647890222,4.486238952529474,1.360849391348641
6.153499579952297,2.127277296335018,5.490931327075218,1.774114810712425
6.555837062141698,2.9404047897520718,5.253676227620173,1.8214458331455514
6.270503273146631,2.24324723456612,5.571948076988771,1.8296058285455126
7.930877218368034,4.361378730594584,6.1334830448222135,2.4534687624115685
7.8322471176258,2.8265660057547715,7.85427248911679,2.9043327066493756
5.834688294702258,2.9641352941800787,3.8349146799400575,1.2236889412698555
7.309818696348117,3.6717211297350763,5.795679028655981,2.1845765737817078
5.9478135466096145,2.64924454098591,4.444867037101086,1.4252131384157745
7.116360166521639,3.243914803339896,5.95560579086395,2.1745703061472614
6.5106457131740285,3.3210429278105447,4.692738172376818,1.6526897860349348
7.110888246138486,3.764338414173129,5.297154875263567,1.9898782421231926
6.515954871145536,2.4584398959693887,5.7768773741775945,1.9557429426456472
6.736072448537873,2.927000891887438,5.617568297910466,1.9734299501619859
6.309855489550075,3.4414018620968028,4.1560939416990825,1.4468643654433726
6.723454217979767,2.8100317142763864,5.7388832716240366,2.003620088657497
6.829165868126287,3.0583655956511353,5.633358436498563,2.0040432255614316
6.905510094427472,3.0882074325878976,5.743275544411184,2.056120636124914
7.737341554027889,3.1427470767796213,7.27781205866137,2.7172562793895216
6.482851155645408,2.8671522684537147,5.20427340944452,1.7871466417445254
6.080666506157984,2.650152530695055,4.699663987963226,1.5335060175861903
6.180486580354122,1.5724637337539473,6.233643129193863,1.9883044357662043
7.290523049910396,3.588136863083659,5.862567569818842,2.197746981364854
7.250929838452667,4.173387189249689,5.057678473716732,1.9627117558696003
6.541433276267752,3.256433326210297,4.832483974426804,1.7002324396654243
5.702728466584503,2.6748042519641877,3.940915220044454,1.216004923336468
7.095451977379237,3.4845858366957945,5.615701031446905,2.074135296833603
6.021411861223427,2.41585632502161,4.877206964761494,1.5662003464462155
7.085507912015275,4.421210644597055,4.430478551018016,1.7416599205499104
6.118618554544971,2.506759756645123,4.951293814396329,1.6141876567366982
7.008144267850215,2.760347369735875,6.3491642861216695,2.253559549494942
7.088681256603685,3.0967376534407847,6.085515842929917,2.202909130404018
6.57916411635344,2.8674407891096974,5.389451082442526,1.8657825852712269
6.944160490893383,3.2397858522175182,5.629021484362234,2.035226876848136
6.440302142774691,3.2449087264022394,4.652013133528198,1.621548608758421
6.945661877530032,3.7506826706959226,4.995864452246989,1.859534548374004
6.028811348241707,2.228234237432919,5.125044471616935,1.6372215407471482
