0.000000000000000000e+00,2.834628005571790040e+06,2.576103163779258728e+06,3.631064639765664935e+06,4.617184211175516248e+06,3.862095511319391429e+06,5.981349321063131094e+06,2.767717789007171988e+06,8.940479791357368231e+05,2.099876072336256504e+06
2.834628005571790040e+06,0.000000000000000000e+00,7.854155768432989717e+05,1.056064074989087880e+06,1.306635012157537043e+06,1.478849174591973424e+06,1.418938378018520772e+06,9.039941658120676875e+05,1.699025040491349995e+06,9.024919650205299258e+05
2.576103163779258728e+06,7.854155768432989717e+05,0.000000000000000000e+00,2.676111897350847721e+05,3.615019656021893024e+05,4.920576714072301984e+05,8.349345224664807320e+05,1.749550682351291180e+05,2.426476073149979115e+06,2.006967299943342805e+06
3.631064639765664935e+06,1.056064074989087880e+06,2.676111897350847721e+05,0.000000000000000000e+00,2.207042563394904137e+05,1.698937279879078269e+05,4.589953685596883297e+05,3.556652126483917236e+05,3.426995128567412496e+06,2.810544470595046878e+06
4.617184211175516248e+06,1.306635012157537043e+06,3.615019656021893024e+05,2.207042563394904137e+05,0.000000000000000000e+00,3.815497581646367908e+05,2.120703161495774984e+05,4.683306940593868494e+05,4.266792828517630696e+06,3.351612059922859073e+06
3.862095511319391429e+06,1.478849174591973424e+06,4.920576714072301984e+05,1.698937279879078269e+05,3.815497581646367908e+05,0.000000000000000000e+00,6.865465583882555366e+05,7.117825974769517779e+05,3.600854720559708774e+06,3.535316641364775598e+06
5.981349321063131094e+06,1.418938378018520772e+06,8.349345224664807320e+05,4.589953685596883297e+05,2.120703161495774984e+05,6.865465583882555366e+05,0.000000000000000000e+00,9.000393191137462854e+05,5.058899664336875081e+06,3.660490666369646788e+06
2.767717789007171988e+06,9.039941658120676875e+05,1.749550682351291180e+05,3.556652126483917236e+05,4.683306940593868494e+05,7.117825974769517779e+05,9.000393191137462854e+05,0.000000000000000000e+00,2.756490096775069833e+06,1.815309183096960187e+06
8.940479791357368231e+05,1.699025040491349995e+06,2.426476073149979115e+06,3.426995128567412496e+06,4.266792828517630696e+06,3.600854720559708774e+06,5.058899664336875081e+06,2.756490096775069833e+06,0.000000000000000000e+00,1.138364446358874440e+06
2.099876072336256504e+06,9.024919650205299258e+05,2.006967299943342805e+06,2.810544470595046878e+06,3.351612059922859073e+06,3.535316641364775598e+06,3.660490666369646788e+06,1.815309183096960187e+06,1.138364446358874440e+06,0.000000000000000000e+00
